Identificador_Identifier;Tipo_Type;Latitud_Latitude;Longitud_Longitude;ExactitudHorizontal_HorzAccuracy;NivelConfHoriz_HorzConfLevel;ResolucionHoriz_HorzResolution;SistRefHorizontal_HorzRefSyst;Elevacion_Elevation;ExactitudVertical_VertAccuracy;NivelConfVertical_VertConfLevel;ResolucionVert_VertResolution;SistRefVertical_VertRefSyst;Altura_Height;UnidadMedida_UOM;IdOriginador_OriginatorId;IdFuente_SourceId;TipoMedicion_MeasurementType;FechaMedicion_MeasurementDate;Señalizado_Marking;Iluminado_Lighting;Frangible_Frangibility;TipoGeometria_GeometryType;Integridad_Integrity;NotaIntegridad_IntegrityRemark;AMDT;PUB;WEF
LEPA-OBS-01570-001-2015;Señal/Sign;393324.8127N;0024541.4469E;0.009;95;0.001;WGE;2.885;0.017;95;0.001;MSL;1.05;m;AENA S.A.;CONSULTOP;GPS;20151119;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03001-008-2015;Sistema Iluminación/Electrical Exit Light;393253.1113N;0024427.7386E;0.013;95;0.001;WGE;8.481;0.018;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00977-003-2015;Tendido Eléctrico/Transmission Line;393333.1147N;0024347.8313E;0.2;95;0.001;WGE;22.57;0.2;95;0.001;MSL;18.21;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151125;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01537-001-2015;Señal/Sign;393231.1211N;0024346.8478E;0.008;95;0.001;WGE;7.752;0.012;95;0.001;MSL;0.85;m;AENA S.A.;CONSULTOP;GPS;20151119;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02294-001-2015;Señal/Sign;393320.1561N;0024409.2490E;0.008;95;0.001;WGE;3.574;0.013;95;0.001;MSL;0.779;m;AENA S.A.;CONSULTOP;GPS;20151123;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02391-001-2015;Valla/Fence;393305.2523N;0024351.4020E;0.014;95;0.001;WGE;6.401;0.018;95;0.001;MSL;3.389;m;AENA S.A.;CONSULTOP;GPS;20151201;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02369-001-2015;Edificio/Building;393236.4227N;0024333.8070E;0.2;95;0.001;WGE;8.586;0.2;95;0.001;MSL;3.926;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151130;No;No;No;Superficial/Polygon;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03017-004-2015;Sistema Iluminación/Electrical Exit Light;393243.2738N;0024417.3976E;0.01;95;0.001;WGE;7.652;0.012;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03004-003-2015;Sistema Iluminación/Electrical Exit Light;393250.5324N;0024421.5773E;0.011;95;0.001;WGE;9.158;0.012;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02909-001-2015;Muro/Wall;393239.5842N;0024228.8384E;0.2;95;0.001;WGE;12.311;0.2;95;0.001;MSL;1.101;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151130;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01171-001-2015;Torre/Tower;393306.6115N;0024404.5630E;0.2;95;0.001;WGE;40.783;0.2;95;0.001;MSL;35.75;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151124;No;Si/Yes;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01652-001-2015;Tendido Eléctrico/Transmission Line;393557.7725N;0024442.8683E;0.2;95;0.001;WGE;86.658;0.2;95;0.001;MSL;34.047;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20131217;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02814-002-2015;Chimenea/Chimney;393228.5609N;0024740.4291E;0.2;95;0.001;WGE;95.291;0.2;95;0.001;MSL;7.991;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151129;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01167-001-2015;Torre/Tower;393306.3395N;0024353.1889E;0.2;95;0.001;WGE;39.003;0.2;95;0.001;MSL;36.053;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151124;No;Si/Yes;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02946-007-2015;Sistema Iluminación/Electrical Exit Light;393245.3884N;0024239.0261E;0.007;95;0.001;WGE;4.185;0.017;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03530-001-2015;Árbol/Tree;393157.6189N;0024649.3199E;0.5;95;0.001;WGE;63.251;0.25;95;0.001;MSL;20.331;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02786-001-2015;Árbol/Tree;393332.2899N;0024909.4006E;0.2;95;0.001;WGE;123.449;0.2;95;0.001;MSL;5.959;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151129;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01727-002-2015;Tendido Eléctrico/Transmission Line;393250.1100N;0024815.6617E;0.5;95;0.001;WGE;121.78;0.25;95;0.001;MSL;23.49;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03512-001-2015;Vegetación/Vegetation;393133.9497N;0024650.7668E;0.5;95;0.001;WGE;72.026;0.25;95;0.001;MSL;14.456;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Superficial/Polygon;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01677-002-2015;Edificio/Building;393244.1732N;0024300.5328E;0.2;95;0.001;WGE;31.168;0.2;95;0.001;MSL;27.168;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151125;No;Si/Yes;No;Superficial/Polygon;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03338-001-2015;Árbol/Tree;393523.3229N;0024442.6203E;0.5;95;0.001;WGE;51.152;0.25;95;0.001;MSL;14.972;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02978-001-2015;Sistema Iluminación/Electrical Exit Light;393258.1459N;0024422.6110E;0.008;95;0.001;WGE;7.574;0.029;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02952-042-2015;Sistema Iluminación/Electrical Exit Light;393329.1901N;0024417.1597E;0.009;95;0.001;WGE;3.302;0.015;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02976-027-2015;Sistema Iluminación/Electrical Exit Light;393302.5811N;0024422.1470E;0.017;95;0.001;WGE;7.916;0.017;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03027-001-2015;Sistema Iluminación/Electrical Exit Light;393323.9529N;0024537.1942E;0.016;95;0.001;WGE;2.939;0.014;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03020-008-2015;Sistema Iluminación/Electrical Exit Light;393253.6085N;0024441.9463E;0.009;95;0.001;WGE;5.617;0.013;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01646-001-2015;Tendido Eléctrico/Transmission Line;393555.3143N;0024437.7582E;0.2;95;0.001;WGE;88.885;0.2;95;0.001;MSL;38.655;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20131217;Si/Yes;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00841-001-2015;Señal/Sign;393305.6752N;0024330.7150E;0.009;95;0.001;WGE;4.019;0.015;95;0.001;MSL;0.85;m;AENA S.A.;CONSULTOP;GPS;20151126;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01613-001-2015;Señal/Sign;393244.9234N;0024431.9278E;0.009;95;0.001;WGE;7.571;0.016;95;0.001;MSL;1.46;m;AENA S.A.;CONSULTOP;GPS;20151121;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03011-005-2015;Sistema Iluminación/Electrical Exit Light;393230.3310N;0024347.8896E;0.011;95;0.001;WGE;7.981;0.015;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00590-001-2015;Señal/Sign;393341.7279N;0024443.2125E;0.008;95;0.001;WGE;2.687;0.012;95;0.001;MSL;1.02;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01711-007-2015;Edificio/Building;393207.5222N;0024319.3648E;0.5;95;0.001;WGE;37.184;0.25;95;0.001;MSL;33.994;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Superficial/Polygon;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02893-001-2015;Árbol/Tree;393241.8811N;0024229.4780E;0.2;95;0.001;WGE;9.931;0.2;95;0.001;MSL;5.431;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151130;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00536-001-2015;Señal/Sign;393307.9241N;0024327.2728E;0.014;95;0.001;WGE;4.261;0.018;95;0.001;MSL;1.05;m;AENA S.A.;CONSULTOP;GPS;20151126;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02994-008-2015;Sistema Iluminación/Electrical Exit Light;393332.1645N;0024421.0237E;0.01;95;0.001;WGE;3.125;0.018;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03575-001-2015;Edificio/Building;393523.9007N;0024251.9350E;0.2;95;0.001;WGE;55.73;0.2;95;0.001;MSL;19.91;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20131220;No;No;No;Superficial/Polygon;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02800-001-2015;Árbol/Tree;393220.6751N;0024826.1309E;0.2;95;0.001;WGE;131.623;0.2;95;0.001;MSL;11.273;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151129;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02995-008-2015;Sistema Iluminación/Electrical Exit Light;393340.9326N;0024433.9370E;0.011;95;0.001;WGE;3.182;0.014;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03540-001-2015;Vegetación/Vegetation;393110.0091N;0024747.5368E;0.5;95;0.001;WGE;119.795;0.25;95;0.001;MSL;15.115;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Superficial/Polygon;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00157-006-2015;Valla/Fence;393238.9108N;0024227.2480E;0.01;95;0.001;WGE;13.778;0.014;95;0.001;MSL;2.951;m;AENA S.A.;CONSULTOP;GPS;20151122;Si/Yes;Si/Yes;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03019-012-2015;Sistema Iluminación/Electrical Exit Light;393252.5713N;0024442.5316E;0.01;95;0.001;WGE;6.025;0.019;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03069-007-2015;Tendido Eléctrico/Transmission Line;393539.7438N;0024348.3367E;0.2;95;0.001;WGE;67.31;0.2;95;0.001;MSL;20.951;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20131220;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02020-030-2015;Obstáculo Móvil/Mobile Obstacle;393243.5426N;0024439.5330E;0.013;95;0.001;WGE;17.817;0.019;95;0.001;MSL;4.8;m;AENA S.A.;CONSULTOP;GPS;20151125;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03539-001-2015;Tendido Eléctrico/Transmission Line;393109.4792N;0024726.8962E;0.5;95;0.001;WGE;88.9;0.25;95;0.001;MSL;10.65;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02160-001-2015;Sistema Eléctrico/Electrical System;393246.5306N;0024303.0348E;0.007;95;0.001;WGE;4.664;0.013;95;0.001;MSL;0.8;m;AENA S.A.;CONSULTOP;GPS;20151122;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01489-001-2015;Sistema Iluminación/Electrical Exit Light;393227.5468N;0024322.9444E;0.2;95;0.001;WGE;12.447;0.2;95;0.001;MSL;9.557;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151130;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02997-016-2015;Sistema Iluminación/Electrical Exit Light;393343.6660N;0024436.6550E;0.008;95;0.001;WGE;2.628;0.012;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02976-034-2015;Sistema Iluminación/Electrical Exit Light;393258.5999N;0024425.2832E;0.01;95;0.001;WGE;8.231;0.013;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02951-022-2015;Sistema Iluminación/Electrical Exit Light;393309.6441N;0024337.7310E;0.006;95;0.001;WGE;4.118;0.011;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02989-008-2015;Sistema Iluminación/Electrical Exit Light;393314.5821N;0024344.9639E;0.007;95;0.001;WGE;3.789;0.014;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02223-001-2015;Señal/Sign;393256.3475N;0024424.8199E;0.009;95;0.001;WGE;8.244;0.013;95;0.001;MSL;0.76;m;AENA S.A.;CONSULTOP;GPS;20151119;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02952-047-2015;Sistema Iluminación/Electrical Exit Light;393335.1107N;0024429.6872E;0.007;95;0.001;WGE;3.556;0.018;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03022-005-2015;Sistema Iluminación/Electrical Exit Light;393239.6632N;0024402.7243E;0.006;95;0.001;WGE;8.043;0.011;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00822-001-2015;Señal/Sign;393246.7493N;0024251.8238E;0.007;95;0.001;WGE;4.099;0.016;95;0.001;MSL;0.84;m;AENA S.A.;CONSULTOP;GPS;20151126;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02392-001-2015;Valla/Fence;393305.6064N;0024351.2232E;0.013;95;0.001;WGE;3.64;0.022;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151201;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02077-002-2015;Valla/Fence;393331.8900N;0024353.9167E;0.008;95;0.001;WGE;6.318;0.015;95;0.001;MSL;2.787;m;AENA S.A.;CONSULTOP;GPS;20151121;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02152-001-2015;;393241.4520N;0024253.3494E;0.007;95;0.001;WGE;5.91;0.012;95;0.001;MSL;1.92;m;AENA S.A.;CONSULTOP;GPS;20151122;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01539-001-2015;Señal/Sign;393231.0063N;0024349.3242E;0.008;95;0.001;WGE;7.832;0.012;95;0.001;MSL;1.05;m;AENA S.A.;CONSULTOP;GPS;20151119;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02826-006-2015;Tendido Eléctrico/Transmission Line;393139.5819N;0024655.6167E;0.5;95;0.001;WGE;81.16;0.25;95;0.001;MSL;23.37;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02975-001-2015;Sistema Iluminación/Electrical Exit Light;393323.3970N;0024407.6140E;0.008;95;0.001;WGE;3.481;0.021;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03841-003-2015;Cota/Natural Highpoint;393237.6748N;0024229.4054E;0.009;95;0.001;WGE;11.77;0.014;95;0.001;MSL;0;m;AENA S.A.;CONSULTOP;GPS;20151122;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03021-011-2015;Sistema Iluminación/Electrical Exit Light;393239.0115N;0024359.1598E;0.012;95;0.001;WGE;7.981;0.011;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03521-001-2015;Antena/Antenna;393151.7028N;0024709.8240E;0.5;95;0.001;WGE;83.294;0.25;95;0.001;MSL;16.254;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02951-021-2015;Sistema Iluminación/Electrical Exit Light;393308.6300N;0024335.5869E;0.013;95;0.001;WGE;4.159;0.016;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03006-007-2015;Sistema Iluminación/Electrical Exit Light;393243.9798N;0024409.3862E;0.013;95;0.001;WGE;8.481;0.014;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02847-001-2015;Árbol/Tree;393230.5374N;0024919.2205E;0.2;95;0.001;WGE;148.721;0.2;95;0.001;MSL;13.051;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151129;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00925-001-2015;Antena/Antenna;393259.7220N;0024247.6028E;0.2;95;0.001;WGE;18.252;0.2;95;0.001;MSL;16.212;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151124;Si/Yes;Si/Yes;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03022-021-2015;Sistema Iluminación/Electrical Exit Light;393250.6554N;0024425.9638E;0.009;95;0.001;WGE;8.515;0.014;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02998-010-2015;Sistema Iluminación/Electrical Exit Light;393342.0423N;0024442.6632E;0.007;95;0.001;WGE;2.609;0.011;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01160-001-2015;Señal/Sign;393322.1739N;0024409.1960E;0.006;95;0.001;WGE;4.71;0.012;95;0.001;MSL;2.516;m;AENA S.A.;CONSULTOP;GPS;20151120;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01567-001-2015;Señal/Sign;393323.8473N;0024539.4018E;0.007;95;0.001;WGE;3.441;0.013;95;0.001;MSL;1.05;m;AENA S.A.;CONSULTOP;GPS;20151119;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02947-002-2015;Sistema Iluminación/Electrical Exit Light;393247.8347N;0024239.8634E;0.011;95;0.001;WGE;4.681;0.021;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151119;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02789-001-2015;Edificio/Building;393334.5190N;0024920.1436E;0.2;95;0.001;WGE;138.094;0.2;95;0.001;MSL;13.244;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151129;No;No;No;Superficial/Polygon;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03003-002-2015;Sistema Iluminación/Electrical Exit Light;393251.2962N;0024422.9804E;0.011;95;0.001;WGE;9.14;0.012;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02050-045-2015;Obstáculo Móvil/Mobile Obstacle;393243.6258N;0024237.8788E;0.01;95;0.001;WGE;7.544;0.015;95;0.001;MSL;4.8;m;AENA S.A.;CONSULTOP;GPS;20151122;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02825-001-2015;Árbol/Tree;393121.3270N;0024845.5423E;0.2;95;0.001;WGE;141.947;0.2;95;0.001;MSL;12.057;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151129;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02946-012-2015;Sistema Iluminación/Electrical Exit Light;393242.6226N;0024241.2137E;0.005;95;0.001;WGE;3.649;0.012;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02951-014-2015;Sistema Iluminación/Electrical Exit Light;393302.1201N;0024321.8277E;0.011;95;0.001;WGE;4.312;0.011;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03004-006-2015;Sistema Iluminación/Electrical Exit Light;393249.3763N;0024420.7672E;0.012;95;0.001;WGE;9.231;0.012;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02762-001-2015;Sistema Iluminación/Electrical Exit Light;393415.4048N;0024816.0452E;0.2;95;0.001;WGE;52.842;0.2;95;0.001;MSL;11.142;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151128;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02993-011-2015;Sistema Iluminación/Electrical Exit Light;393330.6803N;0024420.0357E;0.01;95;0.001;WGE;3.344;0.033;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02994-009-2015;Sistema Iluminación/Electrical Exit Light;393331.9818N;0024421.1646E;0.009;95;0.001;WGE;3.173;0.015;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02985-009-2015;Sistema Iluminación/Electrical Exit Light;393305.9278N;0024326.4811E;0.019;95;0.001;WGE;4.097;0.014;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02969-003-2015;Sistema Iluminación/Electrical Exit Light;393312.9699N;0024346.3165E;0.005;95;0.001;WGE;3.64;0.008;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03011-009-2015;Sistema Iluminación/Electrical Exit Light;393229.2588N;0024349.8175E;0.008;95;0.001;WGE;8.206;0.01;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02973-020-2015;Sistema Iluminación/Electrical Exit Light;393302.9669N;0024420.6403E;0.011;95;0.001;WGE;7.732;0.019;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
